title,country,stance,reach,age,weightClass,trainingCenter,wins,loses,draws,tkos,tko wins,tko lose,subs,subs win,subs lose
Junro Kubota,JAPAN,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Declan McAleenan,NORTHERN IRELAND,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Eugene McAuley,NORTHERN IRELAND,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Joey McCole,GREECE,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Alexandru Mezei,ROMANIA,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Takeaki Miyakawa,JAPAN,,,,Featherweight,,0,1,1,0 - 0,0,0,0 - 1,0,1
Igor Mora-Camino,FRANCE,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Josivaldo Moreno,BRAZIL,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Jorge Luis Paico,PERU,,,,Featherweight,,1,1,0,0 - 0,0,0,0 - 1,0,1
Valeria Pak,RUSSIA,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Seiha Pich,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Hector Porraz,USA,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Arlinter Rodrigues,BRAZIL,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Mark Ryder,ENGLAND,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Zafar Salimov,UZBEKISTAN,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Charlie Scorpio,PERU,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Israelsson Severo,BRAZIL,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Dennys Siliezar,EL SALVADOR,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Rony Silva,BRAZIL,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
J.R. Sotelo,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Rakhim Turkmenov,RUSSIA,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Vicente Vargas,PERU,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Edi Vicente,PORTUGAL,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Jose Villaverde,COSTA RICA,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Vahe Zakryan,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Zach Zane,USA,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Jinghuan Zhu,CHINA,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Pat Schilling,USA,Orthodox,,29,Featherweight,Ambition Training Academy,0,2,0,0 - 0,0,0,0 - 1,0,1
Jesse Moreng,,Orthodox,,,Featherweight,Arizona Combat Sports,1,1,0,0 - 0,0,0,0 - 1,0,1
James Acosta,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
David Akopiyan,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Miguel Alo,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Yoshinori Amari,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Nate Bell,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Andrew Belvado,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Trent Bibbs,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Chris Bridgewater,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Vinny Brightman,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Vamana Brown,,,,,Featherweight,,0,2,0,0 - 0,0,0,0 - 1,0,1
Robert Buminaang,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Ben Carlson,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Dae Han Choi,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Jorge Conger,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Jeff Darienzo,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Stryder Davis,,,,,Featherweight,,0,2,0,0 - 0,0,0,0 - 1,0,1
Rex de Lara,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Luiz de Paula,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Josh Delaney,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Jacob Devree,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Marcos Rodrigues dos Santos,BRAZIL,,,,Featherweight,,2,2,1,0 - 0,0,0,0 - 1,0,1
Ray Duke,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Terry Dull,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Doug Edwards,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Antonio Emay,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Giovanni Encarnacion,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Patrick Ferm,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Nate Flores,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Marcelo Franca,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
John Franchi,,Orthodox,"67.5""",,Featherweight,,1,2,0,0 - 0,0,0,0 - 1,0,1
Brent Franczuz,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Farrell Frisby,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Jayson Fuentes,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Naoji Fujimoto,,,,,Featherweight,,0,1,1,0 - 0,0,0,0 - 1,0,1
Tim Galluzzi,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Rafael Gargula,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Nick Gentile,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Bobby Gorham,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Marcus Hermann,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Chad Hinton,,,,,Featherweight,,0,2,0,0 - 0,0,0,0 - 1,0,1
Chris Hoy,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Diego Jimenez,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Mark Kergosien,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Rakif Khasenov,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Tanaphong Khunhankaew,,,,,Featherweight,,0,2,0,0 - 0,0,0,0 - 1,0,1
Sean Kim,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Yi Sak Kim,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Todd Lally,,Orthodox,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Ryan Lamareaux,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Mike Large,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Eric Larkin,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Tyler Larson,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Alex Lim,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Tom Logsden,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Jianbo Lu,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Andy Lukesh,,,,,Featherweight,,0,2,0,0 - 0,0,0,0 - 1,0,1
Bill Mahoney,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Murat Makhachev,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Scott March,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Donald Martin,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Takashi Matsuoka,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Aaron Miller,,,,,Featherweight,,1,1,0,0 - 0,0,0,0 - 1,0,1
Paul Morris,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Charlie Murphy,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Tatu Nunes,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Rory O'Connell,,,,,Featherweight,,0,2,0,0 - 0,0,0,0 - 1,0,1
Jose Palacios,,Orthodox,,,Featherweight,,1,2,0,0 - 0,0,0,0 - 1,0,1
Ben Parpart,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Philip Perez,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Paul Phipps,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Piri Piri,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Leigh Remedios,,Orthodox,,,Featherweight,,0,3,0,0 - 0,0,0,0 - 1,0,1
Juan Rivas,,,,,Featherweight,,0,3,0,0 - 0,0,0,0 - 1,0,1
Louie Rosa,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Michael Dan Rubio,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Einstein Santana,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Joe Santiago,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Shawn Scott,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Mohammad Hossein Shabanpour,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Tsutomu Shiiki,,,,,Featherweight,,0,2,0,0 - 0,0,0,0 - 1,0,1
Lindomar Silva,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Anderson Silverio,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Ryan Sotter,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Gabriel Soule,ARGENTINA,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Marcelo Souza,BRAZIL,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Jason Sterling,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Masanori Sugatani,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Brad Terrey,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
CJ Thompson,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Cam Ward,,,,,Featherweight,,0,2,0,0 - 0,0,0,0 - 1,0,1
Kazuhisa Watanabe,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Zack Welker,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Sean Wilmot,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Shane Wundenberg,,,,,Featherweight,,0,1,1,0 - 0,0,0,0 - 1,0,1
In Seok Yoo,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Sean Yoshida,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Trenell Young,,Orthodox,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Steven Baker,,,,,Featherweight,,0,2,0,0 - 0,0,0,0 - 1,0,1
Art Becerra,,,,,Featherweight,,0,2,0,0 - 0,0,0,0 - 1,0,1
Marcos Bonilla,USA,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Jung Beom Choi,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Marcos da Matta,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Guilherme De Souza,BRAZIL,,,26,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Bolormaa Erdenebileg,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Marc Forsyth,USA,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Sandy Furner,AUSTRALIA,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Kevin Gittemeir,,,,,Featherweight,,0,2,0,0 - 0,0,0,0 - 1,0,1
Joe Heiland,,,,36,Featherweight,,0,3,0,0 - 0,0,0,0 - 1,0,1
James Jenkins,,,,,Featherweight,,1,1,0,0 - 0,0,0,0 - 1,0,1
Joao Jon Jon,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Jin Kazeta,JAPAN,,,47,Featherweight,,0,3,0,0 - 0,0,0,0 - 1,0,1
Andrey Krasnikov,UKRAINE,,,29,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Rosvel Macaco,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Favio Martino,ARGENTINA,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Atila Martins,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Pablo Mathias,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
David Moreno,USA,,,,Featherweight,,0,2,0,0 - 0,0,0,0 - 1,0,1
Edval Pedroso,BRAZIL,,,,Featherweight,,0,3,0,0 - 0,0,0,0 - 1,0,1
Owen Roddy,,,,,Featherweight,,1,1,0,0 - 0,0,0,0 - 1,0,1
Michael Rodriguez,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
William Romero,,,,,Featherweight,,1,4,0,0 - 0,0,0,0 - 1,0,1
Josh Snodgrass,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Christian Squeti,,,,,Featherweight,,0,2,0,0 - 0,0,0,0 - 1,0,1
Len Tam,,,,,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Roberto Vargas,USA,,,,Featherweight,,1,2,0,0 - 0,0,0,0 - 1,0,1
Kyosuke Yokoyama,JAPAN,,,26,Featherweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Marian Ziolkowski,POLAND,,,27,Featherweight,,0,2,0,0 - 0,0,0,0 - 1,0,1
Ricardo Socorro da Silva,BRAZIL,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Roosevelt Archie,USA,,,32,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Mike Wilson,USA,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Alissa Watts,USA,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Zirodin Abdulkerimov,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Magomednur Aglarov,RUSSIA,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Shamil Amirov,RUSSIA,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Bulent Amzov,BULGARIA,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Nurazy Balayev,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Paulo Barbosa,BRAZIL,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Ian Dalby,ENGLAND,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
John Eco,PHILIPPINES,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Farkhad Firuzi,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Juan Rafael Guariguata Campos,VENEZUELA,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Kota Ishibashi,JAPAN,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Edvaldo Junior,BRAZIL,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Seok-Yong Kim,SOUTH KOREA,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Young Ji Kim,SOUTH KOREA,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Erikson Lima,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Roy Menzi Jr.,PHILIPPINES,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Jay Muna,NORTHERN MARIANAS,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Lydia Myska,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Janibek Omaruly,KYRGYZSTAN,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Sayain Prakhantree,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
David Raimundo Arcangela Silva,BRAZIL,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Jaclyn Sanchez,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Joana Santana,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Tatsuhito Satsuma,JAPAN,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Nick Sperling,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Ekaterina Torbeeva,RUSSIA,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Jack Young,ENGLAND,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Abdrashyt Zholdasbayev,KYRGYZSTAN,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Masatoshi Abe,,Orthodox,,,Flyweight,,0,2,0,0 - 0,0,0,0 - 1,0,1
Nathaniel Baker,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Dan Bulkley,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Chacal Chacal,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Felipe Chavez,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Martin Coria,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Joe Doherty,,,,,Flyweight,,1,2,0,0 - 0,0,0,0 - 1,0,1
Pat Donovan,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Matthew Garcia,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Travis Halverson,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Dmitry Kazancev,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Yusuke Kitago,,,,,Flyweight,,0,2,0,0 - 0,0,0,0 - 1,0,1
Junya Kodo,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Junya Kudo,,Orthodox,,,Flyweight,,0,2,0,0 - 0,0,0,0 - 1,0,1
Bryan Lashomb,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Ralph Lauren,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Chris MacGrath,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Vitaly Maksimov,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Asian Margushev,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Kenny McClairn,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Will Nerbonne,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Chino Nicolas,,,,,Flyweight,,0,2,0,0 - 0,0,0,0 - 1,0,1
Sidney Oliveira,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Jessie Riggleman,,,,,Flyweight,,4,2,0,0 - 0,0,0,0 - 1,0,1
Kenichi Sawada,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Pat Seidel,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Yusei Shimokawa,,,,,Flyweight,,1,2,0,0 - 0,0,0,0 - 1,0,1
Gianni Subba,,,,,Flyweight,,1,3,0,0 - 0,0,0,0 - 1,0,1
Masaaki Sugawara,,,,,Flyweight,,3,6,0,0 - 0,0,0,0 - 1,0,1
Vadim Zhlobich,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Carlos Sousa Almeida,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Michael William Costa,,,,,Flyweight,,0,4,0,0 - 0,0,0,0 - 1,0,1
Carlos Garcia,USA,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Trent Girdham,AUSTRALIA,,,20,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Sotir Kichukov,BULGARIA,,,,Flyweight,,0,2,0,0 - 0,0,0,0 - 1,0,1
Justin Pennington,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Rodrigo Santos,,,,33,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Ariel Vilalba,,,,,Flyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Kul Degan,ENGLAND,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Manolis Demetriou,GREECE,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Martin Novak,SLOVAKIA,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Josh Karney,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Niyaz Safarov,AZERBAIJAN,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Georgy Brusilov,UKRAINE,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Lajos Calvaruso,HUNGARY,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Thomas Gil,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Radoslaw Kostrubiec,POLAND,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Ivan Pioneer,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Christian Popa,ITALY,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Mark Potter,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Igor Litvinov,RUSSIA,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Ulysses Castro,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Stanislav Khmilkovskiy,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Archontis Taxiarchis,GREECE,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Terrance Hodges,USA,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Anthony Coleman,USA,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Giancarlo Grasselli,ITALY,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Dan Lovatt,ENGLAND,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Rasheed Oruche,USA,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Shane McClure,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Alexander Schmidt,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Yuriy Kyselov,UKRAINE,,,41,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Lima Pule,,,,,Heavyweight,,0,2,0,0 - 0,0,0,0 - 1,0,1
Dominic Richard,CANADA,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Derek Sawyer,USA,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Raimundo Moreno Lima Jr.,BRAZIL,,,33,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Jeremy Stevens,USA,,,35,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Mont McMullens,USA,,,45,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Brian Lopez,USA,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Sergei Maslobojev,,,,,Heavyweight,Freelance,0,2,0,0 - 0,0,0,0 - 1,0,1
Mihail Apostolov,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Matt Bear,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Gabe Beauperthy,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Cees Bezems,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Bill Billington,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Javier Buentello,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Dexter Casey,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Tim Catalfo,,Orthodox,,,Heavyweight,,1,1,0,0 - 0,0,0,0 - 1,0,1
Chris Charnos,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Steve Conkel,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Sean Cooke,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Jason Coomes,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Cicero Costa,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Richie Cranny,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Curtis Crawford,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Cy Cross,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
David Davis,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Gilbert Duran,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Bob Gilstrap,,Orthodox,,,Heavyweight,,0,4,0,0 - 0,0,0,0 - 1,0,1
Gary Hamen,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Greg Hammer,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Chris Harrison,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Dustin Heronemus,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Trevor Howard,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Steve Hutson,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Sergey Ignatov,,Orthodox,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Olaf in 't Veld,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Casey Jackson,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
Jan Jarvensivu,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
James Johnson,,,,,Heavyweight,,0,1,0,0 - 0,0,0,0 - 1,0,1
